project,organism,file_source,project_home,project_type,n_samples
ERP009841,human,sra,data_sources/sra,data_sources,6
SRP010041,human,sra,data_sources/sra,data_sources,6
SRP064836,human,sra,data_sources/sra,data_sources,4
SRP091936,human,sra,data_sources/sra,data_sources,12
SRP119636,human,sra,data_sources/sra,data_sources,132
SRP116136,human,sra,data_sources/sra,data_sources,6
SRP065236,human,sra,data_sources/sra,data_sources,13
SRP076036,human,sra,data_sources/sra,data_sources,12
ERP016636,human,sra,data_sources/sra,data_sources,11
SRP058036,human,sra,data_sources/sra,data_sources,18
SRP087936,human,sra,data_sources/sra,data_sources,6
SRP065836,human,sra,data_sources/sra,data_sources,4
SRP131436,human,sra,data_sources/sra,data_sources,48
SRP107936,human,sra,data_sources/sra,data_sources,4
SRP067836,human,sra,data_sources/sra,data_sources,8
SRP070836,human,sra,data_sources/sra,data_sources,16
SRP156436,human,sra,data_sources/sra,data_sources,4
SRP154536,human,sra,data_sources/sra,data_sources,2
SRP015336,human,sra,data_sources/sra,data_sources,3
SRP099436,human,sra,data_sources/sra,data_sources,10
ERP112536,human,sra,data_sources/sra,data_sources,46
ERP114636,human,sra,data_sources/sra,data_sources,47
SRP181136,human,sra,data_sources/sra,data_sources,446
SRP028336,human,sra,data_sources/sra,data_sources,60
SRP179636,human,sra,data_sources/sra,data_sources,4
SRP118536,human,sra,data_sources/sra,data_sources,4
SRP186836,human,sra,data_sources/sra,data_sources,2
SRP075236,human,sra,data_sources/sra,data_sources,21
SRP051736,human,sra,data_sources/sra,data_sources,10
SRP114936,human,sra,data_sources/sra,data_sources,4
SRP164936,human,sra,data_sources/sra,data_sources,7
SRP212736,human,sra,data_sources/sra,data_sources,9
ERP003536,human,sra,data_sources/sra,data_sources,18
SRP034736,human,sra,data_sources/sra,data_sources,14
SRP216436,human,sra,data_sources/sra,data_sources,4
SRP078536,human,sra,data_sources/sra,data_sources,10
SRP167336,human,sra,data_sources/sra,data_sources,34
SRP100936,human,sra,data_sources/sra,data_sources,9
SRP062936,human,sra,data_sources/sra,data_sources,4
SRP081236,human,sra,data_sources/sra,data_sources,24
SRP128036,human,sra,data_sources/sra,data_sources,72
SRP107036,human,sra,data_sources/sra,data_sources,92
SRP125636,human,sra,data_sources/sra,data_sources,20
SRP170936,human,sra,data_sources/sra,data_sources,8
SRP162136,human,sra,data_sources/sra,data_sources,26
SRP087536,human,sra,data_sources/sra,data_sources,15
SRP044936,human,sra,data_sources/sra,data_sources,4
SRP151036,human,sra,data_sources/sra,data_sources,12
ERP020736,human,sra,data_sources/sra,data_sources,96
SRP074736,human,sra,data_sources/sra,data_sources,60
SRP048536,human,sra,data_sources/sra,data_sources,4
SRP115636,human,sra,data_sources/sra,data_sources,9
ERP016036,human,sra,data_sources/sra,data_sources,9
SRP216036,human,sra,data_sources/sra,data_sources,6
SRP111436,human,sra,data_sources/sra,data_sources,4
SRP040136,human,sra,data_sources/sra,data_sources,12
ERP114936,human,sra,data_sources/sra,data_sources,15
SRP157936,human,sra,data_sources/sra,data_sources,12
SRP108836,human,sra,data_sources/sra,data_sources,4
SRP097736,human,sra,data_sources/sra,data_sources,12
SRP113436,human,sra,data_sources/sra,data_sources,831
SRP049436,human,sra,data_sources/sra,data_sources,21
SRP118136,human,sra,data_sources/sra,data_sources,5
SRP108236,human,sra,data_sources/sra,data_sources,4
SRP056036,human,sra,data_sources/sra,data_sources,12
SRP041036,human,sra,data_sources/sra,data_sources,60
SRP142336,human,sra,data_sources/sra,data_sources,11
SRP019936,human,sra,data_sources/sra,data_sources,32
SRP096736,human,sra,data_sources/sra,data_sources,75
SRP070636,human,sra,data_sources/sra,data_sources,4
SRP043336,human,sra,data_sources/sra,data_sources,2
SRP220436,human,sra,data_sources/sra,data_sources,8
SRP033336,human,sra,data_sources/sra,data_sources,16
SRP107736,human,sra,data_sources/sra,data_sources,2
SRP059536,human,sra,data_sources/sra,data_sources,5
ERP009736,human,sra,data_sources/sra,data_sources,12
SRP076536,human,sra,data_sources/sra,data_sources,8
ERP117136,human,sra,data_sources/sra,data_sources,10
SRP036136,human,sra,data_sources/sra,data_sources,1
SRP148436,human,sra,data_sources/sra,data_sources,7
ERP115036,human,sra,data_sources/sra,data_sources,120
SRP093736,human,sra,data_sources/sra,data_sources,4
SRP111736,human,sra,data_sources/sra,data_sources,11
ERP010136,human,sra,data_sources/sra,data_sources,3
SRP153936,human,sra,data_sources/sra,data_sources,24
SRP155036,human,sra,data_sources/sra,data_sources,42
SRP024236,human,sra,data_sources/sra,data_sources,1
SRP050036,human,sra,data_sources/sra,data_sources,25
SRP118836,human,sra,data_sources/sra,data_sources,56
SRP032279,human,sra,data_sources/sra,data_sources,124
DRP004279,human,sra,data_sources/sra,data_sources,4
SRP093679,human,sra,data_sources/sra,data_sources,6
SRP058479,human,sra,data_sources/sra,data_sources,6
SRP158679,human,sra,data_sources/sra,data_sources,8
SRP119279,human,sra,data_sources/sra,data_sources,16
SRP152979,human,sra,data_sources/sra,data_sources,25
SRP090779,human,sra,data_sources/sra,data_sources,18
SRP150879,human,sra,data_sources/sra,data_sources,32
SRP070779,human,sra,data_sources/sra,data_sources,22
SRP200279,human,sra,data_sources/sra,data_sources,16
SRP050179,human,sra,data_sources/sra,data_sources,45
SRP215279,human,sra,data_sources/sra,data_sources,184
DRP005379,human,sra,data_sources/sra,data_sources,16
SRP059579,human,sra,data_sources/sra,data_sources,8
SRP120979,human,sra,data_sources/sra,data_sources,12
SRP125179,human,sra,data_sources/sra,data_sources,27
SRP181779,human,sra,data_sources/sra,data_sources,1
SRP115579,human,sra,data_sources/sra,data_sources,31
SRP079879,human,sra,data_sources/sra,data_sources,19
SRP131279,human,sra,data_sources/sra,data_sources,2
SRP052879,human,sra,data_sources/sra,data_sources,4
SRP082679,human,sra,data_sources/sra,data_sources,12
SRP049479,human,sra,data_sources/sra,data_sources,14
SRP218679,human,sra,data_sources/sra,data_sources,4
SRP158579,human,sra,data_sources/sra,data_sources,2
ERP107079,human,sra,data_sources/sra,data_sources,20
ERP012979,human,sra,data_sources/sra,data_sources,262
SRP128579,human,sra,data_sources/sra,data_sources,16
SRP103779,human,sra,data_sources/sra,data_sources,6
SRP202079,human,sra,data_sources/sra,data_sources,4
SRP132279,human,sra,data_sources/sra,data_sources,6
SRP041179,human,sra,data_sources/sra,data_sources,44
SRP110479,human,sra,data_sources/sra,data_sources,7
SRP142279,human,sra,data_sources/sra,data_sources,8
SRP087579,human,sra,data_sources/sra,data_sources,56
SRP198379,human,sra,data_sources/sra,data_sources,33
ERP108679,human,sra,data_sources/sra,data_sources,17
SRP068279,human,sra,data_sources/sra,data_sources,14
SRP108379,human,sra,data_sources/sra,data_sources,9
SRP165679,human,sra,data_sources/sra,data_sources,147
SRP198979,human,sra,data_sources/sra,data_sources,128
SRP108979,human,sra,data_sources/sra,data_sources,23
SRP188079,human,sra,data_sources/sra,data_sources,2
SRP010679,human,sra,data_sources/sra,data_sources,12
SRP141379,human,sra,data_sources/sra,data_sources,128
SRP155879,human,sra,data_sources/sra,data_sources,82
SRP010279,human,sra,data_sources/sra,data_sources,15
SRP076879,human,sra,data_sources/sra,data_sources,16
SRP181079,human,sra,data_sources/sra,data_sources,16
SRP126779,human,sra,data_sources/sra,data_sources,20
SRP057579,human,sra,data_sources/sra,data_sources,33
SRP159079,human,sra,data_sources/sra,data_sources,8
SRP059279,human,sra,data_sources/sra,data_sources,4
SRP102879,human,sra,data_sources/sra,data_sources,3
SRP125679,human,sra,data_sources/sra,data_sources,9
SRP068679,human,sra,data_sources/sra,data_sources,32
SRP062979,human,sra,data_sources/sra,data_sources,3
SRP002079,human,sra,data_sources/sra,data_sources,62
SRP173279,human,sra,data_sources/sra,data_sources,47
SRP080879,human,sra,data_sources/sra,data_sources,6
SRP077979,human,sra,data_sources/sra,data_sources,6
SRP173379,human,sra,data_sources/sra,data_sources,19
SRP105079,human,sra,data_sources/sra,data_sources,1
SRP068779,human,sra,data_sources/sra,data_sources,6
SRP185979,human,sra,data_sources/sra,data_sources,4
SRP097979,human,sra,data_sources/sra,data_sources,2
SRP018779,human,sra,data_sources/sra,data_sources,6
SRP035679,human,sra,data_sources/sra,data_sources,2
SRP008479,human,sra,data_sources/sra,data_sources,1
SRP044679,human,sra,data_sources/sra,data_sources,16
SRP005279,human,sra,data_sources/sra,data_sources,36
SRP042579,human,sra,data_sources/sra,data_sources,2
SRP218879,human,sra,data_sources/sra,data_sources,9
SRP193979,human,sra,data_sources/sra,data_sources,12
SRP133779,human,sra,data_sources/sra,data_sources,8
SRP139879,human,sra,data_sources/sra,data_sources,8
SRP150779,human,sra,data_sources/sra,data_sources,6
SRP040679,human,sra,data_sources/sra,data_sources,3
SRP100079,human,sra,data_sources/sra,data_sources,9
SRP158979,human,sra,data_sources/sra,data_sources,6
SRP162879,human,sra,data_sources/sra,data_sources,48
SRP106379,human,sra,data_sources/sra,data_sources,12
SRP149079,human,sra,data_sources/sra,data_sources,4
SRP068579,human,sra,data_sources/sra,data_sources,25
SRP037579,human,sra,data_sources/sra,data_sources,2
SRP162279,human,sra,data_sources/sra,data_sources,16
SRP066879,human,sra,data_sources/sra,data_sources,2
SRP094079,human,sra,data_sources/sra,data_sources,10
SRP127579,human,sra,data_sources/sra,data_sources,58
ERP116479,human,sra,data_sources/sra,data_sources,5
SRP139179,human,sra,data_sources/sra,data_sources,4
SRP155479,human,sra,data_sources/sra,data_sources,6
SRP119679,human,sra,data_sources/sra,data_sources,19
SRP093279,human,sra,data_sources/sra,data_sources,8
SRP154897,human,sra,data_sources/sra,data_sources,6
SRP056197,human,sra,data_sources/sra,data_sources,81
SRP108397,human,sra,data_sources/sra,data_sources,21
SRP169097,human,sra,data_sources/sra,data_sources,9
SRP154997,human,sra,data_sources/sra,data_sources,41
SRP101697,human,sra,data_sources/sra,data_sources,3
SRP094697,human,sra,data_sources/sra,data_sources,4
SRP050397,human,sra,data_sources/sra,data_sources,15
SRP174497,human,sra,data_sources/sra,data_sources,25
SRP115797,human,sra,data_sources/sra,data_sources,8
SRP080797,human,sra,data_sources/sra,data_sources,100
SRP148497,human,sra,data_sources/sra,data_sources,60
ERP011097,human,sra,data_sources/sra,data_sources,15
SRP132197,human,sra,data_sources/sra,data_sources,62
ERP006097,human,sra,data_sources/sra,data_sources,2
SRP026297,human,sra,data_sources/sra,data_sources,2
SRP047097,human,sra,data_sources/sra,data_sources,6
SRP151297,human,sra,data_sources/sra,data_sources,8
SRP173497,human,sra,data_sources/sra,data_sources,8
SRP212097,human,sra,data_sources/sra,data_sources,6
SRP187597,human,sra,data_sources/sra,data_sources,4
SRP042297,human,sra,data_sources/sra,data_sources,3
SRP115097,human,sra,data_sources/sra,data_sources,7
SRP039397,human,sra,data_sources/sra,data_sources,53
SRP082197,human,sra,data_sources/sra,data_sources,16
SRP124497,human,sra,data_sources/sra,data_sources,4
SRP038997,human,sra,data_sources/sra,data_sources,3
SRP133497,human,sra,data_sources/sra,data_sources,3
SRP050497,human,sra,data_sources/sra,data_sources,6
SRP108597,human,sra,data_sources/sra,data_sources,20
SRP001997,human,sra,data_sources/sra,data_sources,8
SRP076097,human,sra,data_sources/sra,data_sources,45
SRP092397,human,sra,data_sources/sra,data_sources,12
SRP059197,human,sra,data_sources/sra,data_sources,34
SRP161997,human,sra,data_sources/sra,data_sources,92
SRP217797,human,sra,data_sources/sra,data_sources,8
SRP181997,human,sra,data_sources/sra,data_sources,1
SRP131497,human,sra,data_sources/sra,data_sources,2
SRP107997,human,sra,data_sources/sra,data_sources,4
SRP150797,human,sra,data_sources/sra,data_sources,2
SRP112897,human,sra,data_sources/sra,data_sources,42
SRP148097,human,sra,data_sources/sra,data_sources,12
SRP049097,human,sra,data_sources/sra,data_sources,54
SRP103997,human,sra,data_sources/sra,data_sources,7
SRP212797,human,sra,data_sources/sra,data_sources,12
SRP042597,human,sra,data_sources/sra,data_sources,14
SRP061397,human,sra,data_sources/sra,data_sources,3
DRP001797,human,sra,data_sources/sra,data_sources,319
ERP105597,human,sra,data_sources/sra,data_sources,32
SRP105197,human,sra,data_sources/sra,data_sources,18
SRP076297,human,sra,data_sources/sra,data_sources,30
SRP026597,human,sra,data_sources/sra,data_sources,20
ERP004697,human,sra,data_sources/sra,data_sources,8
SRP041597,human,sra,data_sources/sra,data_sources,2
SRP184297,human,sra,data_sources/sra,data_sources,12
SRP197097,human,sra,data_sources/sra,data_sources,4
SRP071197,human,sra,data_sources/sra,data_sources,6
SRP199797,human,sra,data_sources/sra,data_sources,8
SRP187397,human,sra,data_sources/sra,data_sources,2
SRP073097,human,sra,data_sources/sra,data_sources,12
SRP066197,human,sra,data_sources/sra,data_sources,160
SRP078597,human,sra,data_sources/sra,data_sources,14
SRP148704,human,sra,data_sources/sra,data_sources,24
SRP165604,human,sra,data_sources/sra,data_sources,10
SRP098104,human,sra,data_sources/sra,data_sources,30
SRP153104,human,sra,data_sources/sra,data_sources,11
SRP116604,human,sra,data_sources/sra,data_sources,6
SRP018304,human,sra,data_sources/sra,data_sources,1
SRP139604,human,sra,data_sources/sra,data_sources,4
SRP191604,human,sra,data_sources/sra,data_sources,9
SRP068304,human,sra,data_sources/sra,data_sources,22
SRP079004,human,sra,data_sources/sra,data_sources,21
SRP045204,human,sra,data_sources/sra,data_sources,1
SRP151104,human,sra,data_sources/sra,data_sources,33
SRP073504,human,sra,data_sources/sra,data_sources,11
SRP095604,human,sra,data_sources/sra,data_sources,8
SRP042104,human,sra,data_sources/sra,data_sources,1
ERP014004,human,sra,data_sources/sra,data_sources,8
SRP174604,human,sra,data_sources/sra,data_sources,16
SRP077504,human,sra,data_sources/sra,data_sources,9
SRP113604,human,sra,data_sources/sra,data_sources,8
SRP131004,human,sra,data_sources/sra,data_sources,10
SRP161704,human,sra,data_sources/sra,data_sources,129
ERP001304,human,sra,data_sources/sra,data_sources,18
SRP100404,human,sra,data_sources/sra,data_sources,16
SRP173504,human,sra,data_sources/sra,data_sources,48
SRP057804,human,sra,data_sources/sra,data_sources,18
SRP118904,human,sra,data_sources/sra,data_sources,24
SRP114504,human,sra,data_sources/sra,data_sources,4
SRP026204,human,sra,data_sources/sra,data_sources,4
SRP158704,human,sra,data_sources/sra,data_sources,10
SRP018104,human,sra,data_sources/sra,data_sources,6
ERP111804,human,sra,data_sources/sra,data_sources,8
SRP048604,human,sra,data_sources/sra,data_sources,4
ERP114104,human,sra,data_sources/sra,data_sources,72
SRP090704,human,sra,data_sources/sra,data_sources,6
SRP118804,human,sra,data_sources/sra,data_sources,12
SRP189204,human,sra,data_sources/sra,data_sources,19
SRP132004,human,sra,data_sources/sra,data_sources,28
SRP188204,human,sra,data_sources/sra,data_sources,18
SRP113704,human,sra,data_sources/sra,data_sources,8
SRP216604,human,sra,data_sources/sra,data_sources,4
SRP156504,human,sra,data_sources/sra,data_sources,2
SRP106204,human,sra,data_sources/sra,data_sources,14
SRP072804,human,sra,data_sources/sra,data_sources,28
SRP104304,human,sra,data_sources/sra,data_sources,8
SRP120604,human,sra,data_sources/sra,data_sources,18
SRP040704,human,sra,data_sources/sra,data_sources,1
SRP084204,human,sra,data_sources/sra,data_sources,10
SRP065204,human,sra,data_sources/sra,data_sources,2
SRP116104,human,sra,data_sources/sra,data_sources,9
SRP065304,human,sra,data_sources/sra,data_sources,1
SRP056604,human,sra,data_sources/sra,data_sources,8
SRP123604,human,sra,data_sources/sra,data_sources,278
SRP015904,human,sra,data_sources/sra,data_sources,4
SRP102104,human,sra,data_sources/sra,data_sources,513
SRP048804,human,sra,data_sources/sra,data_sources,4
SRP143504,human,sra,data_sources/sra,data_sources,12
SRP066204,human,sra,data_sources/sra,data_sources,150
SRP219004,human,sra,data_sources/sra,data_sources,12
SRP160904,human,sra,data_sources/sra,data_sources,20
SRP049004,human,sra,data_sources/sra,data_sources,6
SRP190204,human,sra,data_sources/sra,data_sources,5
SRP115304,human,sra,data_sources/sra,data_sources,15
SRP212704,human,sra,data_sources/sra,data_sources,60
SRP113004,human,sra,data_sources/sra,data_sources,16
SRP114904,human,sra,data_sources/sra,data_sources,50
SRP115904,human,sra,data_sources/sra,data_sources,36
SRP215404,human,sra,data_sources/sra,data_sources,14
ERP024004,human,sra,data_sources/sra,data_sources,8
SRP172904,human,sra,data_sources/sra,data_sources,4
SRP155704,human,sra,data_sources/sra,data_sources,24
SRP067004,human,sra,data_sources/sra,data_sources,85
SRP169504,human,sra,data_sources/sra,data_sources,32
SRP056404,human,sra,data_sources/sra,data_sources,5
SRP092004,human,sra,data_sources/sra,data_sources,90
SRP125604,human,sra,data_sources/sra,data_sources,12
SRP107004,human,sra,data_sources/sra,data_sources,18
SRP102804,human,sra,data_sources/sra,data_sources,6
SRP119404,human,sra,data_sources/sra,data_sources,8
SRP155604,human,sra,data_sources/sra,data_sources,5
SRP103204,human,sra,data_sources/sra,data_sources,688
SRP096204,human,sra,data_sources/sra,data_sources,10
SRP058804,human,sra,data_sources/sra,data_sources,8
SRP110004,human,sra,data_sources/sra,data_sources,24
SRP028804,human,sra,data_sources/sra,data_sources,3
SRP223204,human,sra,data_sources/sra,data_sources,8
SRP139904,human,sra,data_sources/sra,data_sources,12
SRP074904,human,sra,data_sources/sra,data_sources,16
SRP187304,human,sra,data_sources/sra,data_sources,10
SRP101904,human,sra,data_sources/sra,data_sources,4
SRP129004,human,sra,data_sources/sra,data_sources,226
SRP216404,human,sra,data_sources/sra,data_sources,864
ERP019973,human,sra,data_sources/sra,data_sources,24
SRP041573,human,sra,data_sources/sra,data_sources,8
SRP080873,human,sra,data_sources/sra,data_sources,12
SRP082973,human,sra,data_sources/sra,data_sources,77
SRP136473,human,sra,data_sources/sra,data_sources,6
SRP067173,human,sra,data_sources/sra,data_sources,10
SRP062973,human,sra,data_sources/sra,data_sources,19
ERP024173,human,sra,data_sources/sra,data_sources,14
SRP149373,human,sra,data_sources/sra,data_sources,19
SRP075373,human,sra,data_sources/sra,data_sources,3
SRP216473,human,sra,data_sources/sra,data_sources,8
SRP063973,human,sra,data_sources/sra,data_sources,16
SRP126773,human,sra,data_sources/sra,data_sources,8
SRP179773,human,sra,data_sources/sra,data_sources,12
SRP133673,human,sra,data_sources/sra,data_sources,61
SRP163173,human,sra,data_sources/sra,data_sources,92
SRP111173,human,sra,data_sources/sra,data_sources,48
SRP051773,human,sra,data_sources/sra,data_sources,1
SRP069773,human,sra,data_sources/sra,data_sources,6
SRP044673,human,sra,data_sources/sra,data_sources,13
SRP093173,human,sra,data_sources/sra,data_sources,24
SRP075273,human,sra,data_sources/sra,data_sources,6
SRP061973,human,sra,data_sources/sra,data_sources,4
SRP117273,human,sra,data_sources/sra,data_sources,16
SRP116273,human,sra,data_sources/sra,data_sources,204
SRP068773,human,sra,data_sources/sra,data_sources,34
SRP062873,human,sra,data_sources/sra,data_sources,7
SRP045673,human,sra,data_sources/sra,data_sources,4
ERP000573,human,sra,data_sources/sra,data_sources,10
SRP173373,human,sra,data_sources/sra,data_sources,16
SRP162073,human,sra,data_sources/sra,data_sources,13
SRP094073,human,sra,data_sources/sra,data_sources,32
ERP112773,human,sra,data_sources/sra,data_sources,35
SRP091873,human,sra,data_sources/sra,data_sources,8
SRP189773,human,sra,data_sources/sra,data_sources,6
SRP155573,human,sra,data_sources/sra,data_sources,18
SRP108473,human,sra,data_sources/sra,data_sources,113
ERP004573,human,sra,data_sources/sra,data_sources,9
SRP165173,human,sra,data_sources/sra,data_sources,6
SRP154573,human,sra,data_sources/sra,data_sources,96
SRP162873,human,sra,data_sources/sra,data_sources,50
SRP133573,human,sra,data_sources/sra,data_sources,180
SRP180873,human,sra,data_sources/sra,data_sources,40
SRP167173,human,sra,data_sources/sra,data_sources,24
ERP109073,human,sra,data_sources/sra,data_sources,16
SRP137673,human,sra,data_sources/sra,data_sources,6
SRP135773,human,sra,data_sources/sra,data_sources,4
SRP065273,human,sra,data_sources/sra,data_sources,102
SRP081073,human,sra,data_sources/sra,data_sources,9
SRP045573,human,sra,data_sources/sra,data_sources,6
SRP076073,human,sra,data_sources/sra,data_sources,9
SRP174973,human,sra,data_sources/sra,data_sources,52
ERP110773,human,sra,data_sources/sra,data_sources,10
SRP096073,human,sra,data_sources/sra,data_sources,9
SRP063573,human,sra,data_sources/sra,data_sources,5
SRP094573,human,sra,data_sources/sra,data_sources,14
SRP043273,human,sra,data_sources/sra,data_sources,4
SRP135973,human,sra,data_sources/sra,data_sources,15
SRP081473,human,sra,data_sources/sra,data_sources,4
SRP098973,human,sra,data_sources/sra,data_sources,12
SRP009373,human,sra,data_sources/sra,data_sources,6
SRP074573,human,sra,data_sources/sra,data_sources,1
SRP051073,human,sra,data_sources/sra,data_sources,4
SRP118373,human,sra,data_sources/sra,data_sources,12
SRP188973,human,sra,data_sources/sra,data_sources,14
SRP125173,human,sra,data_sources/sra,data_sources,1
SRP178073,human,sra,data_sources/sra,data_sources,16
SRP013473,human,sra,data_sources/sra,data_sources,4
SRP072573,human,sra,data_sources/sra,data_sources,12
SRP034873,human,sra,data_sources/sra,data_sources,15
SRP099073,human,sra,data_sources/sra,data_sources,3
SRP124973,human,sra,data_sources/sra,data_sources,3
SRP103773,human,sra,data_sources/sra,data_sources,2
SRP068373,human,sra,data_sources/sra,data_sources,9
SRP076773,human,sra,data_sources/sra,data_sources,6
SRP114773,human,sra,data_sources/sra,data_sources,6
SRP119173,human,sra,data_sources/sra,data_sources,9
SRP058773,human,sra,data_sources/sra,data_sources,52
SRP093573,human,sra,data_sources/sra,data_sources,1
SRP078073,human,sra,data_sources/sra,data_sources,5
SRP214073,human,sra,data_sources/sra,data_sources,36
SRP168173,human,sra,data_sources/sra,data_sources,10
SRP120173,human,sra,data_sources/sra,data_sources,36
SRP062773,human,sra,data_sources/sra,data_sources,12
SRP097673,human,sra,data_sources/sra,data_sources,6
SRP091573,human,sra,data_sources/sra,data_sources,26
SRP044373,human,sra,data_sources/sra,data_sources,67
SRP124873,human,sra,data_sources/sra,data_sources,9
SRP013773,human,sra,data_sources/sra,data_sources,6
SRP186773,human,sra,data_sources/sra,data_sources,8
SRP151073,human,sra,data_sources/sra,data_sources,7
SRP076490,human,sra,data_sources/sra,data_sources,6
SRP072690,human,sra,data_sources/sra,data_sources,9
SRP055890,human,sra,data_sources/sra,data_sources,6
SRP078990,human,sra,data_sources/sra,data_sources,13
SRP095590,human,sra,data_sources/sra,data_sources,4
SRP053190,human,sra,data_sources/sra,data_sources,32
SRP221590,human,sra,data_sources/sra,data_sources,6
SRP041990,human,sra,data_sources/sra,data_sources,1
SRP151890,human,sra,data_sources/sra,data_sources,10
SRP016790,human,sra,data_sources/sra,data_sources,2
SRP135290,human,sra,data_sources/sra,data_sources,12
SRP154190,human,sra,data_sources/sra,data_sources,12
SRP014790,human,sra,data_sources/sra,data_sources,8
SRP055390,human,sra,data_sources/sra,data_sources,52
SRP073790,human,sra,data_sources/sra,data_sources,10
SRP200390,human,sra,data_sources/sra,data_sources,9
SRP122890,human,sra,data_sources/sra,data_sources,40
SRP076790,human,sra,data_sources/sra,data_sources,34
SRP050390,human,sra,data_sources/sra,data_sources,14
SRP097790,human,sra,data_sources/sra,data_sources,2
SRP157890,human,sra,data_sources/sra,data_sources,6
SRP050990,human,sra,data_sources/sra,data_sources,9
SRP080790,human,sra,data_sources/sra,data_sources,4
SRP148790,human,sra,data_sources/sra,data_sources,4
SRP069290,human,sra,data_sources/sra,data_sources,2
SRP154290,human,sra,data_sources/sra,data_sources,12
SRP043090,human,sra,data_sources/sra,data_sources,6
SRP068290,human,sra,data_sources/sra,data_sources,20
SRP128490,human,sra,data_sources/sra,data_sources,6
ERP023890,human,sra,data_sources/sra,data_sources,41
SRP075990,human,sra,data_sources/sra,data_sources,6
SRP189490,human,sra,data_sources/sra,data_sources,12
SRP173290,human,sra,data_sources/sra,data_sources,68
SRP072090,human,sra,data_sources/sra,data_sources,2
SRP188490,human,sra,data_sources/sra,data_sources,7
SRP126790,human,sra,data_sources/sra,data_sources,5
SRP159190,human,sra,data_sources/sra,data_sources,44
SRP183090,human,sra,data_sources/sra,data_sources,21
SRP049090,human,sra,data_sources/sra,data_sources,12
SRP039090,human,sra,data_sources/sra,data_sources,35
SRP101890,human,sra,data_sources/sra,data_sources,20
SRP066090,human,sra,data_sources/sra,data_sources,36
SRP036790,human,sra,data_sources/sra,data_sources,3
SRP014190,human,sra,data_sources/sra,data_sources,4
ERP020890,human,sra,data_sources/sra,data_sources,6
SRP149890,human,sra,data_sources/sra,data_sources,28
SRP029990,human,sra,data_sources/sra,data_sources,12
SRP111190,human,sra,data_sources/sra,data_sources,4
SRP101290,human,sra,data_sources/sra,data_sources,401
SRP173390,human,sra,data_sources/sra,data_sources,38
SRP186290,human,sra,data_sources/sra,data_sources,17
SRP067090,human,sra,data_sources/sra,data_sources,24
SRP090090,human,sra,data_sources/sra,data_sources,16
SRP166290,human,sra,data_sources/sra,data_sources,2
SRP180190,human,sra,data_sources/sra,data_sources,6
SRP161990,human,sra,data_sources/sra,data_sources,6
SRP119790,human,sra,data_sources/sra,data_sources,6
SRP026690,human,sra,data_sources/sra,data_sources,16
ERP011490,human,sra,data_sources/sra,data_sources,15
SRP093990,human,sra,data_sources/sra,data_sources,57
SRP173190,human,sra,data_sources/sra,data_sources,50
SRP091890,human,sra,data_sources/sra,data_sources,4
SRP063090,human,sra,data_sources/sra,data_sources,6
SRP100090,human,sra,data_sources/sra,data_sources,4
SRP167090,human,sra,data_sources/sra,data_sources,12
SRP028190,human,sra,data_sources/sra,data_sources,12
SRP104390,human,sra,data_sources/sra,data_sources,12
SRP072890,human,sra,data_sources/sra,data_sources,6
SRP090990,human,sra,data_sources/sra,data_sources,13
SRP095190,human,sra,data_sources/sra,data_sources,3
SRP111290,human,sra,data_sources/sra,data_sources,2
SRP050490,human,sra,data_sources/sra,data_sources,12
SRP200690,human,sra,data_sources/sra,data_sources,12
SRP045590,human,sra,data_sources/sra,data_sources,7
SRP090390,human,sra,data_sources/sra,data_sources,6
ERP009290,human,sra,data_sources/sra,data_sources,13
SRP125490,human,sra,data_sources/sra,data_sources,8
SRP009790,human,sra,data_sources/sra,data_sources,8
SRP116190,human,sra,data_sources/sra,data_sources,6
SRP193090,human,sra,data_sources/sra,data_sources,4
SRP157590,human,sra,data_sources/sra,data_sources,47
SRP117809,human,sra,data_sources/sra,data_sources,144
SRP132709,human,sra,data_sources/sra,data_sources,68
SRP158109,human,sra,data_sources/sra,data_sources,38
SRP164309,human,sra,data_sources/sra,data_sources,58
SRP006309,human,sra,data_sources/sra,data_sources,8
SRP066009,human,sra,data_sources/sra,data_sources,12
ERP022909,human,sra,data_sources/sra,data_sources,230
SRP183009,human,sra,data_sources/sra,data_sources,11
SRP095209,human,sra,data_sources/sra,data_sources,15
SRP149809,human,sra,data_sources/sra,data_sources,6
SRP049109,human,sra,data_sources/sra,data_sources,2
ERP016409,human,sra,data_sources/sra,data_sources,8
SRP168409,human,sra,data_sources/sra,data_sources,3
SRP094909,human,sra,data_sources/sra,data_sources,35
SRP115209,human,sra,data_sources/sra,data_sources,5
SRP215509,human,sra,data_sources/sra,data_sources,32
SRP185809,human,sra,data_sources/sra,data_sources,4
SRP068609,human,sra,data_sources/sra,data_sources,278
SRP218309,human,sra,data_sources/sra,data_sources,4
SRP088609,human,sra,data_sources/sra,data_sources,12
SRP096209,human,sra,data_sources/sra,data_sources,3
SRP103009,human,sra,data_sources/sra,data_sources,18
SRP064809,human,sra,data_sources/sra,data_sources,8
SRP039909,human,sra,data_sources/sra,data_sources,13
SRP140509,human,sra,data_sources/sra,data_sources,20
SRP014809,human,sra,data_sources/sra,data_sources,12
SRP169609,human,sra,data_sources/sra,data_sources,95
SRP166109,human,sra,data_sources/sra,data_sources,34
