project,organism,file_source,project_home,project_type,n_samples
SRP101868,human,sra,data_sources/sra,data_sources,12
SRP109668,human,sra,data_sources/sra,data_sources,21
SRP186868,human,sra,data_sources/sra,data_sources,24
ERP022968,human,sra,data_sources/sra,data_sources,29
SRP049068,human,sra,data_sources/sra,data_sources,29
SRP117268,human,sra,data_sources/sra,data_sources,11
SRP155768,human,sra,data_sources/sra,data_sources,4
ERP022368,human,sra,data_sources/sra,data_sources,32
SRP096368,human,sra,data_sources/sra,data_sources,3
SRP190868,human,sra,data_sources/sra,data_sources,6
SRP162068,human,sra,data_sources/sra,data_sources,12
SRP173268,human,sra,data_sources/sra,data_sources,8
SRP130768,human,sra,data_sources/sra,data_sources,36
SRP165868,human,sra,data_sources/sra,data_sources,12
SRP099568,human,sra,data_sources/sra,data_sources,32
DRP005468,human,sra,data_sources/sra,data_sources,7
SRP009568,human,sra,data_sources/sra,data_sources,10
SRP092068,human,sra,data_sources/sra,data_sources,8
ERP015568,human,sra,data_sources/sra,data_sources,12
SRP217468,human,sra,data_sources/sra,data_sources,20
SRP059268,human,sra,data_sources/sra,data_sources,24
SRP131768,human,sra,data_sources/sra,data_sources,38
SRP133668,human,sra,data_sources/sra,data_sources,12
SRP015868,human,sra,data_sources/sra,data_sources,9
SRP051468,human,sra,data_sources/sra,data_sources,6
SRP073268,human,sra,data_sources/sra,data_sources,2
SRP021468,human,sra,data_sources/sra,data_sources,8
SRP190168,human,sra,data_sources/sra,data_sources,12
SRP077068,human,sra,data_sources/sra,data_sources,8
SRP174368,human,sra,data_sources/sra,data_sources,6
SRP093268,human,sra,data_sources/sra,data_sources,18
SRP068468,human,sra,data_sources/sra,data_sources,4
SRP111868,human,sra,data_sources/sra,data_sources,9
SRP142468,human,sra,data_sources/sra,data_sources,24
SRP186168,human,sra,data_sources/sra,data_sources,54
SRP159868,human,sra,data_sources/sra,data_sources,6
SRP140568,human,sra,data_sources/sra,data_sources,18
SRP066968,human,sra,data_sources/sra,data_sources,4
SRP050468,human,sra,data_sources/sra,data_sources,8
SRP148068,human,sra,data_sources/sra,data_sources,32
SRP100068,human,sra,data_sources/sra,data_sources,36
SRP062068,human,sra,data_sources/sra,data_sources,7
SRP113668,human,sra,data_sources/sra,data_sources,12
SRP161768,human,sra,data_sources/sra,data_sources,18
SRP126068,human,sra,data_sources/sra,data_sources,921
SRP091668,human,sra,data_sources/sra,data_sources,12
SRP078268,human,sra,data_sources/sra,data_sources,4
SRP031868,human,sra,data_sources/sra,data_sources,22
SRP183668,human,sra,data_sources/sra,data_sources,4
SRP174668,human,sra,data_sources/sra,data_sources,192
ERP009768,human,sra,data_sources/sra,data_sources,58
SRP043368,human,sra,data_sources/sra,data_sources,26
SRP070668,human,sra,data_sources/sra,data_sources,6
SRP153268,human,sra,data_sources/sra,data_sources,56
ERP020468,human,sra,data_sources/sra,data_sources,9
ERP013068,human,sra,data_sources/sra,data_sources,4
SRP070768,human,sra,data_sources/sra,data_sources,6
SRP015668,human,sra,data_sources/sra,data_sources,33
SRP024268,human,sra,data_sources/sra,data_sources,20
SRP098968,human,sra,data_sources/sra,data_sources,8
SRP149568,human,sra,data_sources/sra,data_sources,60
SRP117568,human,sra,data_sources/sra,data_sources,9
ERP016268,human,sra,data_sources/sra,data_sources,18
SRP012568,human,sra,data_sources/sra,data_sources,3
SRP079968,human,sra,data_sources/sra,data_sources,25
SRP150268,human,sra,data_sources/sra,data_sources,570
SRP097668,human,sra,data_sources/sra,data_sources,15
SRP060668,human,sra,data_sources/sra,data_sources,2
ERP106168,human,sra,data_sources/sra,data_sources,14
SRP181468,human,sra,data_sources/sra,data_sources,14
SRP016568,human,sra,data_sources/sra,data_sources,29
SRP083768,human,sra,data_sources/sra,data_sources,27
SRP092468,human,sra,data_sources/sra,data_sources,6
SRP065468,human,sra,data_sources/sra,data_sources,1
SRP067568,human,sra,data_sources/sra,data_sources,10
ERP006368,human,sra,data_sources/sra,data_sources,12
SRP166768,human,sra,data_sources/sra,data_sources,2
SRP069968,human,sra,data_sources/sra,data_sources,12
SRP200168,human,sra,data_sources/sra,data_sources,64
SRP019968,human,sra,data_sources/sra,data_sources,8
SRP035268,human,sra,data_sources/sra,data_sources,10
SRP183468,human,sra,data_sources/sra,data_sources,44
SRP156268,human,sra,data_sources/sra,data_sources,8
SRP093568,human,sra,data_sources/sra,data_sources,1
DRP003868,human,sra,data_sources/sra,data_sources,26
SRP132968,human,sra,data_sources/sra,data_sources,60
ERP019668,human,sra,data_sources/sra,data_sources,18
SRP152068,human,sra,data_sources/sra,data_sources,6
SRP097768,human,sra,data_sources/sra,data_sources,3
SRP051368,human,sra,data_sources/sra,data_sources,48
SRP091382,human,sra,data_sources/sra,data_sources,10
SRP126582,human,sra,data_sources/sra,data_sources,47
SRP176282,human,sra,data_sources/sra,data_sources,2
SRP160882,human,sra,data_sources/sra,data_sources,6
SRP065282,human,sra,data_sources/sra,data_sources,3
SRP157582,human,sra,data_sources/sra,data_sources,6
ERP009282,human,sra,data_sources/sra,data_sources,18
SRP072282,human,sra,data_sources/sra,data_sources,12
SRP110282,human,sra,data_sources/sra,data_sources,23
SRP093982,human,sra,data_sources/sra,data_sources,10
SRP191082,human,sra,data_sources/sra,data_sources,2
SRP166082,human,sra,data_sources/sra,data_sources,3
SRP090282,human,sra,data_sources/sra,data_sources,119
SRP081182,human,sra,data_sources/sra,data_sources,2
SRP035482,human,sra,data_sources/sra,data_sources,2
SRP161982,human,sra,data_sources/sra,data_sources,10
ERP104782,human,sra,data_sources/sra,data_sources,17
SRP093382,human,sra,data_sources/sra,data_sources,10
ERP001782,human,sra,data_sources/sra,data_sources,3
SRP221082,human,sra,data_sources/sra,data_sources,14
SRP102182,human,sra,data_sources/sra,data_sources,5
SRP194282,human,sra,data_sources/sra,data_sources,12
SRP073382,human,sra,data_sources/sra,data_sources,36
SRP076982,human,sra,data_sources/sra,data_sources,259
SRP150582,human,sra,data_sources/sra,data_sources,37
SRP149882,human,sra,data_sources/sra,data_sources,18
SRP101882,human,sra,data_sources/sra,data_sources,12
SRP159182,human,sra,data_sources/sra,data_sources,48
SRP117282,human,sra,data_sources/sra,data_sources,28
SRP008482,human,sra,data_sources/sra,data_sources,5
SRP096982,human,sra,data_sources/sra,data_sources,27
SRP186882,human,sra,data_sources/sra,data_sources,18
ERP105582,human,sra,data_sources/sra,data_sources,3
SRP193382,human,sra,data_sources/sra,data_sources,12
SRP169582,human,sra,data_sources/sra,data_sources,66
SRP095882,human,sra,data_sources/sra,data_sources,10
SRP166282,human,sra,data_sources/sra,data_sources,18
SRP070082,human,sra,data_sources/sra,data_sources,4
SRP075882,human,sra,data_sources/sra,data_sources,21
ERP110482,human,sra,data_sources/sra,data_sources,18
SRP033582,human,sra,data_sources/sra,data_sources,1
SRP151482,human,sra,data_sources/sra,data_sources,24
SRP173282,human,sra,data_sources/sra,data_sources,15
SRP080882,human,sra,data_sources/sra,data_sources,18
SRP186382,human,sra,data_sources/sra,data_sources,7
SRP099582,human,sra,data_sources/sra,data_sources,6
SRP100982,human,sra,data_sources/sra,data_sources,4
ERP004682,human,sra,data_sources/sra,data_sources,6
SRP187982,human,sra,data_sources/sra,data_sources,16
ERP105482,human,sra,data_sources/sra,data_sources,91
SRP028282,human,sra,data_sources/sra,data_sources,10
SRP098582,human,sra,data_sources/sra,data_sources,2
SRP131782,human,sra,data_sources/sra,data_sources,14
SRP125882,human,sra,data_sources/sra,data_sources,40
SRP089882,human,sra,data_sources/sra,data_sources,6
SRP061682,human,sra,data_sources/sra,data_sources,42
SRP110582,human,sra,data_sources/sra,data_sources,6
ERP011282,human,sra,data_sources/sra,data_sources,6
ERP114282,human,sra,data_sources/sra,data_sources,8
SRP082682,human,sra,data_sources/sra,data_sources,34
SRP066482,human,sra,data_sources/sra,data_sources,4
SRP154382,human,sra,data_sources/sra,data_sources,9
SRP037982,human,sra,data_sources/sra,data_sources,8
SRP150382,human,sra,data_sources/sra,data_sources,16
SRP051182,human,sra,data_sources/sra,data_sources,21
ERP010082,human,sra,data_sources/sra,data_sources,16
SRP221482,human,sra,data_sources/sra,data_sources,111
SRP155182,human,sra,data_sources/sra,data_sources,36
SRP215282,human,sra,data_sources/sra,data_sources,84
SRP025982,human,sra,data_sources/sra,data_sources,1720
SRP132182,human,sra,data_sources/sra,data_sources,4
SRP094482,human,sra,data_sources/sra,data_sources,16
SRP101582,human,sra,data_sources/sra,data_sources,181
SRP033282,human,sra,data_sources/sra,data_sources,9
SRP078982,human,sra,data_sources/sra,data_sources,9
SRP114482,human,sra,data_sources/sra,data_sources,20
SRP144382,human,sra,data_sources/sra,data_sources,190
SRP047082,human,sra,data_sources/sra,data_sources,43
SRP108182,human,sra,data_sources/sra,data_sources,8
SRP075582,human,sra,data_sources/sra,data_sources,14
ERP008682,human,sra,data_sources/sra,data_sources,4
SRP042282,human,sra,data_sources/sra,data_sources,28
SRP127511,human,sra,data_sources/sra,data_sources,10
SRP169611,human,sra,data_sources/sra,data_sources,8
SRP067311,human,sra,data_sources/sra,data_sources,16
SRP173011,human,sra,data_sources/sra,data_sources,22
SRP189611,human,sra,data_sources/sra,data_sources,5
SRP115011,human,sra,data_sources/sra,data_sources,110
SRP077011,human,sra,data_sources/sra,data_sources,6
SRP126511,human,sra,data_sources/sra,data_sources,8
SRP156411,human,sra,data_sources/sra,data_sources,2
SRP141411,human,sra,data_sources/sra,data_sources,27
SRP048811,human,sra,data_sources/sra,data_sources,8
SRP198411,human,sra,data_sources/sra,data_sources,10
SRP159911,human,sra,data_sources/sra,data_sources,6
SRP103111,human,sra,data_sources/sra,data_sources,24
ERP011411,human,sra,data_sources/sra,data_sources,148
SRP183811,human,sra,data_sources/sra,data_sources,96
SRP123611,human,sra,data_sources/sra,data_sources,32
SRP066811,human,sra,data_sources/sra,data_sources,8
SRP033711,human,sra,data_sources/sra,data_sources,8
SRP071811,human,sra,data_sources/sra,data_sources,14
SRP127411,human,sra,data_sources/sra,data_sources,9
SRP045611,human,sra,data_sources/sra,data_sources,12
SRP217511,human,sra,data_sources/sra,data_sources,5
SRP033511,human,sra,data_sources/sra,data_sources,2
SRP200511,human,sra,data_sources/sra,data_sources,12
SRP132711,human,sra,data_sources/sra,data_sources,23
SRP115911,human,sra,data_sources/sra,data_sources,12
SRP058911,human,sra,data_sources/sra,data_sources,9
SRP075211,human,sra,data_sources/sra,data_sources,6
SRP044611,human,sra,data_sources/sra,data_sources,3
SRP091011,human,sra,data_sources/sra,data_sources,6
SRP055411,human,sra,data_sources/sra,data_sources,11
SRP106011,human,sra,data_sources/sra,data_sources,156
SRP219311,human,sra,data_sources/sra,data_sources,3
SRP034711,human,sra,data_sources/sra,data_sources,15
SRP075911,human,sra,data_sources/sra,data_sources,9
SRP080811,human,sra,data_sources/sra,data_sources,18
SRP140711,human,sra,data_sources/sra,data_sources,26
ERP114711,human,sra,data_sources/sra,data_sources,18
SRP083311,human,sra,data_sources/sra,data_sources,6
SRP102811,human,sra,data_sources/sra,data_sources,2
ERP023811,human,sra,data_sources/sra,data_sources,3
SRP081211,human,sra,data_sources/sra,data_sources,12
SRP136411,human,sra,data_sources/sra,data_sources,4
SRP045711,human,sra,data_sources/sra,data_sources,6
SRP149711,human,sra,data_sources/sra,data_sources,778
SRP099111,human,sra,data_sources/sra,data_sources,36
SRP097611,human,sra,data_sources/sra,data_sources,330
SRP133211,human,sra,data_sources/sra,data_sources,10
SRP045911,human,sra,data_sources/sra,data_sources,7
SRP051211,human,sra,data_sources/sra,data_sources,22
SRP154311,human,sra,data_sources/sra,data_sources,44
SRP127811,human,sra,data_sources/sra,data_sources,10
SRP171611,human,sra,data_sources/sra,data_sources,42
SRP162411,human,sra,data_sources/sra,data_sources,765
SRP017411,human,sra,data_sources/sra,data_sources,15
SRP076711,human,sra,data_sources/sra,data_sources,24
SRP136311,human,sra,data_sources/sra,data_sources,20
SRP015711,human,sra,data_sources/sra,data_sources,1
SRP059511,human,sra,data_sources/sra,data_sources,30
ERP110211,human,sra,data_sources/sra,data_sources,6
SRP135811,human,sra,data_sources/sra,data_sources,8
SRP216911,human,sra,data_sources/sra,data_sources,5
SRP131011,human,sra,data_sources/sra,data_sources,6
SRP150311,human,sra,data_sources/sra,data_sources,43
SRP034011,human,sra,data_sources/sra,data_sources,4
SRP049611,human,sra,data_sources/sra,data_sources,10
SRP151911,human,sra,data_sources/sra,data_sources,4
SRP154111,human,sra,data_sources/sra,data_sources,5
SRP069011,human,sra,data_sources/sra,data_sources,24
ERP007111,human,sra,data_sources/sra,data_sources,761
SRP078311,human,sra,data_sources/sra,data_sources,16
SRP109111,human,sra,data_sources/sra,data_sources,172
SRP023111,human,sra,data_sources/sra,data_sources,3
SRP062511,human,sra,data_sources/sra,data_sources,4
SRP003611,human,sra,data_sources/sra,data_sources,53
SRP110611,human,sra,data_sources/sra,data_sources,6
SRP201811,human,sra,data_sources/sra,data_sources,8
SRP092166,human,sra,data_sources/sra,data_sources,1542
SRP105066,human,sra,data_sources/sra,data_sources,9
SRP045666,human,sra,data_sources/sra,data_sources,40
SRP192966,human,sra,data_sources/sra,data_sources,15
SRP198666,human,sra,data_sources/sra,data_sources,4
SRP222366,human,sra,data_sources/sra,data_sources,12
SRP080966,human,sra,data_sources/sra,data_sources,24
SRP166866,human,sra,data_sources/sra,data_sources,21
ERP108966,human,sra,data_sources/sra,data_sources,7
SRP191866,human,sra,data_sources/sra,data_sources,9
SRP188566,human,sra,data_sources/sra,data_sources,12
ERP111466,human,sra,data_sources/sra,data_sources,8
SRP131666,human,sra,data_sources/sra,data_sources,42
SRP168566,human,sra,data_sources/sra,data_sources,6
SRP034666,human,sra,data_sources/sra,data_sources,3
SRP183066,human,sra,data_sources/sra,data_sources,6
SRP109666,human,sra,data_sources/sra,data_sources,31
SRP159066,human,sra,data_sources/sra,data_sources,6
SRP183166,human,sra,data_sources/sra,data_sources,48
SRP044766,human,sra,data_sources/sra,data_sources,27
SRP212666,human,sra,data_sources/sra,data_sources,6
SRP098566,human,sra,data_sources/sra,data_sources,6
SRP166966,human,sra,data_sources/sra,data_sources,92
SRP033466,human,sra,data_sources/sra,data_sources,36
SRP075966,human,sra,data_sources/sra,data_sources,18
SRP121466,human,sra,data_sources/sra,data_sources,23
SRP165866,human,sra,data_sources/sra,data_sources,30
SRP062966,human,sra,data_sources/sra,data_sources,117
SRP149366,human,sra,data_sources/sra,data_sources,39
SRP059266,human,sra,data_sources/sra,data_sources,6
SRP175166,human,sra,data_sources/sra,data_sources,9
SRP059066,human,sra,data_sources/sra,data_sources,19
SRP092266,human,sra,data_sources/sra,data_sources,6
SRP071966,human,sra,data_sources/sra,data_sources,7
SRP121666,human,sra,data_sources/sra,data_sources,11
SRP066966,human,sra,data_sources/sra,data_sources,20
ERP023066,human,sra,data_sources/sra,data_sources,18
SRP017966,human,sra,data_sources/sra,data_sources,2
SRP102066,human,sra,data_sources/sra,data_sources,7
SRP158866,human,sra,data_sources/sra,data_sources,10
ERP106766,human,sra,data_sources/sra,data_sources,6
SRP057766,human,sra,data_sources/sra,data_sources,10
SRP093266,human,sra,data_sources/sra,data_sources,8
SRP117066,human,sra,data_sources/sra,data_sources,2
SRP154566,human,sra,data_sources/sra,data_sources,4
SRP199466,human,sra,data_sources/sra,data_sources,19
SRP010166,human,sra,data_sources/sra,data_sources,16
SRP194266,human,sra,data_sources/sra,data_sources,4
SRP189766,human,sra,data_sources/sra,data_sources,6
SRP171066,human,sra,data_sources/sra,data_sources,30
SRP105266,human,sra,data_sources/sra,data_sources,48
SRP107366,human,sra,data_sources/sra,data_sources,28
SRP119766,human,sra,data_sources/sra,data_sources,25
ERP105366,human,sra,data_sources/sra,data_sources,54
SRP009266,human,sra,data_sources/sra,data_sources,41
SRP120966,human,sra,data_sources/sra,data_sources,4
SRP067666,human,sra,data_sources/sra,data_sources,8
SRP061566,human,sra,data_sources/sra,data_sources,6
SRP153266,human,sra,data_sources/sra,data_sources,15
SRP220466,human,sra,data_sources/sra,data_sources,18
DRP004966,human,sra,data_sources/sra,data_sources,32
SRP150366,human,sra,data_sources/sra,data_sources,20
SRP060566,human,sra,data_sources/sra,data_sources,6
SRP151966,human,sra,data_sources/sra,data_sources,6
SRP036166,human,sra,data_sources/sra,data_sources,4
SRP106666,human,sra,data_sources/sra,data_sources,6
SRP159666,human,sra,data_sources/sra,data_sources,9
SRP046066,human,sra,data_sources/sra,data_sources,8
SRP212066,human,sra,data_sources/sra,data_sources,6
SRP056966,human,sra,data_sources/sra,data_sources,4
SRP113766,human,sra,data_sources/sra,data_sources,6
SRP201266,human,sra,data_sources/sra,data_sources,6
SRP095566,human,sra,data_sources/sra,data_sources,12
SRP022166,human,sra,data_sources/sra,data_sources,4
SRP033266,human,sra,data_sources/sra,data_sources,144
SRP061466,human,sra,data_sources/sra,data_sources,20
SRP068066,human,sra,data_sources/sra,data_sources,52
SRP040966,human,sra,data_sources/sra,data_sources,4
SRP178166,human,sra,data_sources/sra,data_sources,6
SRP136266,human,sra,data_sources/sra,data_sources,10
SRP047266,human,sra,data_sources/sra,data_sources,1
SRP212866,human,sra,data_sources/sra,data_sources,8
SRP079166,human,sra,data_sources/sra,data_sources,12
SRP096666,human,sra,data_sources/sra,data_sources,6
SRP133266,human,sra,data_sources/sra,data_sources,4
SRP053366,human,sra,data_sources/sra,data_sources,3
SRP221766,human,sra,data_sources/sra,data_sources,6
SRP212266,human,sra,data_sources/sra,data_sources,9
SRP098166,human,sra,data_sources/sra,data_sources,9
SRP132866,human,sra,data_sources/sra,data_sources,2
SRP078166,human,sra,data_sources/sra,data_sources,9
SRP198966,human,sra,data_sources/sra,data_sources,6
SRP046266,human,sra,data_sources/sra,data_sources,9
SRP057066,human,sra,data_sources/sra,data_sources,2
SRP093566,human,sra,data_sources/sra,data_sources,1
SRP014566,human,sra,data_sources/sra,data_sources,10
ERP111066,human,sra,data_sources/sra,data_sources,15
SRP131266,human,sra,data_sources/sra,data_sources,8
DRP000366,human,sra,data_sources/sra,data_sources,1
SRP132366,human,sra,data_sources/sra,data_sources,12
SRP072566,human,sra,data_sources/sra,data_sources,6
ERP022766,human,sra,data_sources/sra,data_sources,136
SRP124966,human,sra,data_sources/sra,data_sources,1
ERP110066,human,sra,data_sources/sra,data_sources,1024
SRP043166,human,sra,data_sources/sra,data_sources,12
SRP189166,human,sra,data_sources/sra,data_sources,8
SRP065566,human,sra,data_sources/sra,data_sources,12
DRP002866,human,sra,data_sources/sra,data_sources,24
SRP047366,human,sra,data_sources/sra,data_sources,2
SRP056066,human,sra,data_sources/sra,data_sources,3
SRP144588,human,sra,data_sources/sra,data_sources,96
SRP090188,human,sra,data_sources/sra,data_sources,12
SRP162188,human,sra,data_sources/sra,data_sources,70
ERP002588,human,sra,data_sources/sra,data_sources,7
SRP123588,human,sra,data_sources/sra,data_sources,4
SRP150488,human,sra,data_sources/sra,data_sources,5
SRP051688,human,sra,data_sources/sra,data_sources,56
SRP029888,human,sra,data_sources/sra,data_sources,7
SRP061888,human,sra,data_sources/sra,data_sources,8
SRP096888,human,sra,data_sources/sra,data_sources,2
SRP077288,human,sra,data_sources/sra,data_sources,26
SRP173988,human,sra,data_sources/sra,data_sources,9
SRP076988,human,sra,data_sources/sra,data_sources,11
SRP166888,human,sra,data_sources/sra,data_sources,17
SRP071088,human,sra,data_sources/sra,data_sources,12
SRP089788,human,sra,data_sources/sra,data_sources,122
SRP219888,human,sra,data_sources/sra,data_sources,4
SRP013288,human,sra,data_sources/sra,data_sources,2
SRP190888,human,sra,data_sources/sra,data_sources,8
SRP119588,human,sra,data_sources/sra,data_sources,3
SRP076388,human,sra,data_sources/sra,data_sources,6
SRP081188,human,sra,data_sources/sra,data_sources,2
SRP107388,human,sra,data_sources/sra,data_sources,12
SRP186088,human,sra,data_sources/sra,data_sources,12
SRP099688,human,sra,data_sources/sra,data_sources,8
SRP093988,human,sra,data_sources/sra,data_sources,20
SRP103188,human,sra,data_sources/sra,data_sources,13
SRP098688,human,sra,data_sources/sra,data_sources,8
SRP187088,human,sra,data_sources/sra,data_sources,31
SRP065988,human,sra,data_sources/sra,data_sources,2
SRP118788,human,sra,data_sources/sra,data_sources,32
SRP115188,human,sra,data_sources/sra,data_sources,12
DRP004688,human,sra,data_sources/sra,data_sources,4
SRP135788,human,sra,data_sources/sra,data_sources,49
SRP216688,human,sra,data_sources/sra,data_sources,16
SRP062188,human,sra,data_sources/sra,data_sources,6
SRP143488,human,sra,data_sources/sra,data_sources,2
SRP049988,human,sra,data_sources/sra,data_sources,56
SRP091988,human,sra,data_sources/sra,data_sources,12
SRP041788,human,sra,data_sources/sra,data_sources,9
SRP107288,human,sra,data_sources/sra,data_sources,9
ERP116488,human,sra,data_sources/sra,data_sources,9
SRP134388,human,sra,data_sources/sra,data_sources,4
SRP017788,human,sra,data_sources/sra,data_sources,6
SRP173488,human,sra,data_sources/sra,data_sources,14
SRP197688,human,sra,data_sources/sra,data_sources,3
SRP102488,human,sra,data_sources/sra,data_sources,4
SRP113788,human,sra,data_sources/sra,data_sources,10
SRP109188,human,sra,data_sources/sra,data_sources,9
SRP041988,human,sra,data_sources/sra,data_sources,16
SRP014688,human,sra,data_sources/sra,data_sources,5
SRP109088,human,sra,data_sources/sra,data_sources,1
ERP012188,human,sra,data_sources/sra,data_sources,10
SRP043388,human,sra,data_sources/sra,data_sources,16
SRP103588,human,sra,data_sources/sra,data_sources,72
SRP059588,human,sra,data_sources/sra,data_sources,41
ERP067388,human,sra,data_sources/sra,data_sources,6
ERP107288,human,sra,data_sources/sra,data_sources,16
SRP074688,human,sra,data_sources/sra,data_sources,13
SRP043188,human,sra,data_sources/sra,data_sources,1
SRP096788,human,sra,data_sources/sra,data_sources,3
SRP103788,human,sra,data_sources/sra,data_sources,24
SRP125988,human,sra,data_sources/sra,data_sources,9
SRP143388,human,sra,data_sources/sra,data_sources,12
SRP172788,human,sra,data_sources/sra,data_sources,84
ERP021688,human,sra,data_sources/sra,data_sources,6
SRP037988,human,sra,data_sources/sra,data_sources,6
SRP117688,human,sra,data_sources/sra,data_sources,6
SRP126288,human,sra,data_sources/sra,data_sources,8
SRP066488,human,sra,data_sources/sra,data_sources,2
SRP154388,human,sra,data_sources/sra,data_sources,101
DRP004088,human,sra,data_sources/sra,data_sources,2
SRP035988,human,sra,data_sources/sra,data_sources,179
SRP188088,human,sra,data_sources/sra,data_sources,19
SRP094788,human,sra,data_sources/sra,data_sources,12
SRP108388,human,sra,data_sources/sra,data_sources,6
SRP134188,human,sra,data_sources/sra,data_sources,18
SRP065488,human,sra,data_sources/sra,data_sources,11
SRP144188,human,sra,data_sources/sra,data_sources,12
SRP065229,human,sra,data_sources/sra,data_sources,18
SRP071929,human,sra,data_sources/sra,data_sources,18
SRP083129,human,sra,data_sources/sra,data_sources,13
SRP067329,human,sra,data_sources/sra,data_sources,4
SRP105329,human,sra,data_sources/sra,data_sources,27
SRP194929,human,sra,data_sources/sra,data_sources,25
SRP162329,human,sra,data_sources/sra,data_sources,12
SRP150629,human,sra,data_sources/sra,data_sources,29
SRP113329,human,sra,data_sources/sra,data_sources,15
SRP072829,human,sra,data_sources/sra,data_sources,14
SRP190129,human,sra,data_sources/sra,data_sources,23
SRP005129,human,sra,data_sources/sra,data_sources,3
SRP135729,human,sra,data_sources/sra,data_sources,6
SRP192029,human,sra,data_sources/sra,data_sources,6
SRP118629,human,sra,data_sources/sra,data_sources,11
SRP216729,human,sra,data_sources/sra,data_sources,6
SRP064329,human,sra,data_sources/sra,data_sources,22
SRP093329,human,sra,data_sources/sra,data_sources,8
SRP057629,human,sra,data_sources/sra,data_sources,10
SRP097129,human,sra,data_sources/sra,data_sources,4
SRP132529,human,sra,data_sources/sra,data_sources,45
SRP096129,human,sra,data_sources/sra,data_sources,6
SRP065329,human,sra,data_sources/sra,data_sources,52
SRP107129,human,sra,data_sources/sra,data_sources,4
SRP100829,human,sra,data_sources/sra,data_sources,20
SRP061329,human,sra,data_sources/sra,data_sources,6
SRP096329,human,sra,data_sources/sra,data_sources,4
SRP165929,human,sra,data_sources/sra,data_sources,8
SRP186229,human,sra,data_sources/sra,data_sources,9
SRP096929,human,sra,data_sources/sra,data_sources,20
SRP062329,human,sra,data_sources/sra,data_sources,11
SRP095329,human,sra,data_sources/sra,data_sources,9
SRP186329,human,sra,data_sources/sra,data_sources,414
SRP070129,human,sra,data_sources/sra,data_sources,20
SRP067129,human,sra,data_sources/sra,data_sources,12
SRP218329,human,sra,data_sources/sra,data_sources,3
ERP010929,human,sra,data_sources/sra,data_sources,2
SRP149729,human,sra,data_sources/sra,data_sources,6
SRP092429,human,sra,data_sources/sra,data_sources,59
SRP068229,human,sra,data_sources/sra,data_sources,6
SRP067529,human,sra,data_sources/sra,data_sources,9
SRP045329,human,sra,data_sources/sra,data_sources,6
SRP034929,human,sra,data_sources/sra,data_sources,5
SRP096629,human,sra,data_sources/sra,data_sources,13
SRP103629,human,sra,data_sources/sra,data_sources,5
SRP185629,human,sra,data_sources/sra,data_sources,9
SRP145129,human,sra,data_sources/sra,data_sources,32
SRP069229,human,sra,data_sources/sra,data_sources,6
SRP117629,human,sra,data_sources/sra,data_sources,178
SRP044229,human,sra,data_sources/sra,data_sources,3
SRP140829,human,sra,data_sources/sra,data_sources,6
SRP069329,human,sra,data_sources/sra,data_sources,33
SRP170629,human,sra,data_sources/sra,data_sources,60
SRP100629,human,sra,data_sources/sra,data_sources,5
SRP052229,human,sra,data_sources/sra,data_sources,42
SRP034829,human,sra,data_sources/sra,data_sources,17
DRP000929,human,sra,data_sources/sra,data_sources,4
SRP009029,human,sra,data_sources/sra,data_sources,4
SRP074429,human,sra,data_sources/sra,data_sources,4
SRP114529,human,sra,data_sources/sra,data_sources,6
SRP022029,human,sra,data_sources/sra,data_sources,2
SRP055929,human,sra,data_sources/sra,data_sources,5
SRP113629,human,sra,data_sources/sra,data_sources,12
SRP190429,human,sra,data_sources/sra,data_sources,4
SRP077529,human,sra,data_sources/sra,data_sources,24
SRP016629,human,sra,data_sources/sra,data_sources,3
SRP066729,human,sra,data_sources/sra,data_sources,20
SRP115429,human,sra,data_sources/sra,data_sources,4
SRP036029,human,sra,data_sources/sra,data_sources,1
SRP131129,human,sra,data_sources/sra,data_sources,4
SRP187529,human,sra,data_sources/sra,data_sources,92
SRP133029,human,sra,data_sources/sra,data_sources,8
SRP150229,human,sra,data_sources/sra,data_sources,11
SRP114429,human,sra,data_sources/sra,data_sources,85
SRP115954,human,sra,data_sources/sra,data_sources,18
SRP026454,human,sra,data_sources/sra,data_sources,3
SRP100854,human,sra,data_sources/sra,data_sources,4
SRP094854,human,sra,data_sources/sra,data_sources,66
SRP040454,human,sra,data_sources/sra,data_sources,9
SRP095254,human,sra,data_sources/sra,data_sources,4
SRP116954,human,sra,data_sources/sra,data_sources,12
SRP083954,human,sra,data_sources/sra,data_sources,10
SRP095354,human,sra,data_sources/sra,data_sources,8
SRP008554,human,sra,data_sources/sra,data_sources,2
SRP075354,human,sra,data_sources/sra,data_sources,20
SRP055454,human,sra,data_sources/sra,data_sources,9
SRP067154,human,sra,data_sources/sra,data_sources,11
SRP218354,human,sra,data_sources/sra,data_sources,27
SRP119454,human,sra,data_sources/sra,data_sources,6
SRP096054,human,sra,data_sources/sra,data_sources,12
SRP198554,human,sra,data_sources/sra,data_sources,18
SRP011054,human,sra,data_sources/sra,data_sources,1
SRP074154,human,sra,data_sources/sra,data_sources,16
SRP218154,human,sra,data_sources/sra,data_sources,12
SRP076054,human,sra,data_sources/sra,data_sources,9
SRP080054,human,sra,data_sources/sra,data_sources,2
SRP039354,human,sra,data_sources/sra,data_sources,4
SRP117154,human,sra,data_sources/sra,data_sources,8
